,1st_Term_Funding,2nd_Term_Funding,3rd_Term_Funding,4th_Term_Funding,Start_year,Start_age,College,Age,Degree,Gender,funding_indicator,ID,Citizenship,Major_id,Major,net_cost,Program,Prep Level,Total Charges,Total Funding Amount,Y,PC1,PC2,PC3,Term 1 GPA,Term 2 GPA,Term 3 GPA,Term 4 GPA,Term 5 GPA,Term 6 GPA,Term 7 GPA,Term 8 GPA,gap_indicator,GPA_trend,Valid term,Average_GPA,academic_period,s_College,s_Citizenship
2226,0,0,0,0,2012,58,GD Watson,65,Doctor of Philosophy,Male,0,696,Black or African American,R96,Electrical Engineering,7809.15,Electrical Engineering PhD,0,7809.15,0,0,-0.118558715,0.154526821,0.410076132,3,4,0,0,0,0,0,0,1,1,2,3.5,3.4,GD Non-Harpur,White
2227,8340,9175,6885,7569,2013,23.3,GD Harpur,30,Doctor of Philosophy,Male,1,697,China,C15,Chemistry,14679.69,Harpur Doctor of Philosophy,0,47489.69,32810,0,-1.920106543,3.851306145,-0.597646598,4,4,4,0,0,0,0,0,0,0,3,4,2,GD Harpur,China
2228,6885,0,0,0,2013,28,GD Watson,34,Doctor of Philosophy,Female,1,698,China,R92,Computer Science,12463,Computer Science PhD,0,19348,6885,0,-0.358441427,0.112868381,1.44373,4,3.7,0,0,0,0,0,0,0,-0.3,2,3.85,0.4,GD Non-Harpur,China
2229,0,7569,8325,8325,2013,32,GD Watson,38,Doctor of Philosophy,Male,1,699,Asia,R96,Electrical Engineering,14656.8,Electrical Engineering PhD,0,38875.8,24219,0,-1.366863157,-0.111520977,3.18801729,3.74,4,4,3.85,0,0,0,0,0,0.03,4,3.9,2.4,GD Non-Harpur,Asia
2230,6885,0,0,0,2013,25.3,GD Watson,32,Doctor of Philosophy,Female,1,700,China,R96,Electrical Engineering,23498.15,Electrical Engineering PhD,0,30383.15,6885,0,-1.333610041,-0.134944826,1.791555733,3.1,3.67,3.5,0,0,0,0,0,0,0.2,3,3.42,1.6,GD Non-Harpur,China
2231,0,0,0,0,2015,40,GD Nursing,44,Doctor of Nursing Practice,Male,0,701,White,D70,Family Nurse Practitioner,7177,Nursing DNP,0,7177,0,0,-0.243318931,0.317136542,0.841602287,3.75,3.9,3.93,4,3.85,0,0,0,0,0.03,5,3.89,2,GD Non-Harpur,White
2232,5435,5435,4620,4158,2017,21,GD Harpur,23,Doctor of Philosophy,Male,1,702,Asian,C46,Cognitive Psychology,5507.4,Harpur Doctor of Philosophy,0,25155.4,19648,0,0.868786255,0.223188452,-2.074099435,3.8,3.73,3.83,3.9,0,0,0,0,0,0.04,4,3.82,1.4,GD Harpur,White
2233,5545,5545,0,0,2017,22,GD Harpur,24,Doctor of Philosophy,Male,1,703,Hispanic or Latino,C22,Economics,2290.78,Harpur Doctor of Philosophy,0,13380.78,11090,0,1.042844207,-0.17153804,-3.001856281,3.77,3.85,3.36,2.67,0,0,0,0,0,-0.38,4,3.41,1.4,GD Harpur,White
2234,6000,6000,0,0,2013,24,GD Harpur,30,Doctor of Philosophy,Male,1,704,Europe,C34,Mathematics,9439,Harpur Doctor of Philosophy,0,21439,12000,0,-0.013218948,0.054763934,0.349154749,3.8,3.8,0,0,0,0,0,0,0,0,2,3.8,0.4,GD Harpur,White
2235,0,9175,3888,0,2013,25,GD Harpur,31,Doctor of Philosophy,Female,1,705,White,C33,Comparative Literature,45441.5,Harpur Doctor of Philosophy,0,67564.5,22123,0,-0.882254444,0.345796452,0.992573838,3.8,3.77,3.87,3.73,3.38,4,0,0,0,-0.01,6,3.76,3.4,GD Harpur,White
2236,9175,9175,3888,3888,2013,25,GD Harpur,31,Doctor of Philosophy,Female,1,706,White,C37,Philosophy SPEL,3516.7,Harpur Doctor of Philosophy,0,29642.7,26126,0,0.553118556,-0.411607166,-2.418379751,4,3.91,4,4,0,0,0,0,0,0.01,4,3.98,1.4,GD Harpur,White
2237,11105,11105,0,0,2017,22,GD Harpur,24,Doctor of Philosophy,Male,1,707,Hispanic or Latino,C46,Cognitive Psychology,2138.81,Harpur Doctor of Philosophy,0,24348.81,22210,0,0.773499594,0.028456621,-2.366539625,3.7,3.46,0,0,0,0,0,0,0,-0.24,2,3.58,0.4,GD Harpur,White
2238,0,9175,5185,432,2013,26,GD Harpur,32,Doctor of Philosophy,Male,1,708,White,C29,History,54830.21,Harpur Doctor of Philosophy,0,70075.21,15245,0,0.899431928,-1.543147762,0.835250183,3.85,4,3.77,0,0,0,0,0,0,-0.04,3,3.87,2.4,GD Harpur,White
2239,9175,9175,5185,4320,2013,22,GD Harpur,28,Doctor of Philosophy,Female,1,709,White,C29,History,3479.71,Harpur Doctor of Philosophy,0,31334.71,27855,0,0.27368957,-0.472719658,-1.64178676,3.33,3.57,3.53,3.46,0,0,0,0,0,0.04,4,3.47,1.4,GD Harpur,White
2240,4935,4935,3888,864,2013,26,GD Harpur,32,Doctor of Philosophy,Female,1,710,White,C01,Anthropology,42326.42,Harpur Doctor of Philosophy,0,59666.42,17340,0,0.5132331,-0.443621365,-2.4274876,4,4,4,4,4,0,0,0,1,0,5,4,3.4,GD Harpur,White
2241,9175,9175,3888,4320,2013,22,GD Harpur,28,Doctor of Philosophy,Male,1,711,Hispanic or Latino,C47,Clinical Psychology,89172.12,Harpur Doctor of Philosophy,0,125696.12,36524,0,0.231568451,-0.451419928,-1.554922541,3.83,3.65,3.88,4,3.39,3.61,0,0,0,-0.05,6,3.73,5.4,GD Harpur,White
2242,9175,9175,3888,432,2013,24,GD Harpur,30,Doctor of Philosophy,Female,1,712,White,C0R,Art History Combined MA PhD,2633.15,Harpur Doctor of Philosophy,0,25303.15,22670,0,0.075867961,-0.298883349,-1.104618053,3.9,3.77,3.87,0,0,0,0,0,0,-0.02,3,3.84,1.4,GD Harpur,White
2243,4935,4935,3888,3888,2013,21,GD Harpur,27,Doctor of Philosophy,Female,1,713,White,C34,Mathematics,3948.51,Harpur Doctor of Philosophy,0,21594.51,17646,0,0.532521721,-0.326166981,-2.196812747,3.1,3.1,3.24,3,0,0,0,0,0,-0.02,4,3.11,1.8,GD Harpur,White
2244,9175,9175,7569,7569,2013,23,GD Harpur,29,Doctor of Philosophy,Male,1,714,China,C15,Chemistry,10018.2,Harpur Doctor of Philosophy,0,47206.2,37188,0,-0.591002654,0.122325639,1.654427462,3.3,3.45,3.7,4,0,0,0,0,0,0.24,4,3.61,3.4,GD Harpur,China
2245,0,0,0,3888,2013,22,GD Harpur,28,Doctor of Philosophy,Male,1,715,Asian,C01,Anthropology,68192.25,Harpur Doctor of Philosophy,0,76157.25,7965,0,0.489802759,0.339489249,-1.504015577,3.67,3.67,4,4,4,4,0,0,0,0.08,6,3.89,4,GD Harpur,White
2246,0,0,0,0,2013,29,GD Watson,35,Doctor of Philosophy,Male,0,716,China,R98,Mechanical Engineering,17033,Mechanical Engineering PhD,0,17033,0,0,-1.025425468,0.445148,2.683158612,3.57,3.23,0,0,0,0,0,0,0,-0.34,2,3.4,0.4,GD Non-Harpur,China
2247,0,0,0,9250,2013,30,GD Harpur,36,Doctor of Philosophy,Male,1,717,Asia,C29,History,27775.49,Harpur Doctor of Philosophy,0,46275.49,18500,0,-0.583615475,0.026227169,0.779545715,3.53,3.77,3.65,2.5,0,0,0,0,1,-0.32,4,3.36,2.4,GD Harpur,Asia
2248,9175,9175,3888,3888,2013,22,GD Harpur,28,Doctor of Philosophy,Male,1,718,White,C34,Mathematics,12866.71,Harpur Doctor of Philosophy,0,38992.71,26126,0,-0.445039154,0.930391878,-1.169452146,3.43,3.57,3.87,3.3,0,0,0,0,0,-0.01,4,3.54,1.4,GD Harpur,White
2249,0,0,0,0,2013,23,GD Harpur,29,Doctor of Philosophy,Female,0,719,China,C01,Anthropology,21439,Harpur Doctor of Philosophy,0,21439,0,0,-0.488506831,0.433592813,2.158323751,2,0,0,0,0,0,0,0,0,0,1,2,0.4,GD Harpur,China
2250,0,0,0,0,2013,25,GD Watson,31,Doctor of Philosophy,Male,0,720,China,R96,Electrical Engineering,18614.24,Electrical Engineering PhD,0,18614.24,0,0,-2.192727034,4.200141751,0.490614347,3.5,2.23,0,0,0,0,0,0,0,-1.27,2,2.87,1.4,GD Non-Harpur,China
2251,9175,9175,7569,841,2013,27,GD Harpur,33,Doctor of Philosophy,Male,1,721,Asia,C52,Sociology,6346.24,Harpur Doctor of Philosophy,0,33106.24,26760,0,-0.184612351,-0.406707174,-1.764335811,4,4,4,0,0,0,0,0,0,0,3,4,1.4,GD Harpur,Asia
2252,0,0,0,0,2015,25,GD Watson,29,Doctor of Philosophy,Female,0,722,China,R87,Industrial and Systems Enginee,20291.25,Industrial and Systems Eng PhD,0,20291.25,0,0,-1.032639126,0.213899231,2.873331766,3,2,0,0,0,0,0,0,0,-1,2,2.5,0.4,GD Non-Harpur,China
2253,4935,0,0,0,2013,38,GD Management,44,Doctor of Philosophy,Male,1,723,White,B99,Management PHD,20386,Management PhD,0,25321,4935,0,-0.300746145,0.327168097,2.260736987,1.5,0.8,0,0,0,0,0,0,0,-0.7,2,1.15,0.4,GD Non-Harpur,White
2254,9175,5185,3888,0,2013,22,GD Harpur,28,Doctor of Philosophy,Male,1,724,White,C34,Mathematics,39795.71,Harpur Doctor of Philosophy,0,67218.71,27423,0,-0.159674942,0.427570761,0.57176187,3.1,3.65,3,4,0,0,0,0,1,0.2,4,3.44,2,GD Harpur,White
2255,9175,9175,5185,2160,2013,25,GD Harpur,31,Doctor of Philosophy,Female,1,725,White,C29,History,51571.7,Harpur Doctor of Philosophy,0,77266.7,25695,0,0.722263374,-0.2209457,-2.172251492,3.8,3.57,3.1,3.7,0,0,0,0,0,-0.08,4,3.54,2,GD Harpur,White
2256,9175,9175,10095,9251,2013,32,GD Harpur,38,Doctor of Philosophy,Male,1,726,Asia,C43,Political Science,8090.09,Harpur Doctor of Philosophy,0,45786.09,37696,0,0.127000965,-0.435279932,-0.249862947,3.77,3.33,3.43,3.3,0,0,0,0,0,-0.13,4,3.46,2,GD Harpur,Asia
2257,7650,9175,3888,3888,2013,35,GD Harpur,41,Doctor of Philosophy,Female,1,727,White,C29,History,3418,Harpur Doctor of Philosophy,0,28019,24601,0,0.550774929,-0.938315326,1.43928169,3.5,3.13,3.3,3.3,0,0,0,0,0,-0.04,4,3.31,1.4,GD Harpur,White
2258,0,0,0,0,2013,22,GD Harpur,28,Doctor of Philosophy,Female,0,728,India,C22,Economics,23542.24,Harpur Doctor of Philosophy,0,23542.24,0,0,-0.683069424,-0.532262631,-0.240328282,3.27,3,0,0,0,0,0,0,0,-0.27,2,3.13,1.4,GD Harpur,White
2259,6885,6885,3888,3888,2013,25,GD Harpur,31,Doctor of Philosophy,Female,1,729,Hispanic or Latino,C34,Mathematics,14942.11,Harpur Doctor of Philosophy,0,36488.11,21546,0,-0.883644612,-0.089291679,2.11941793,3.23,3.33,3.66,3.5,0,0,0,0,0,0.11,4,3.43,1.4,GD Harpur,White
2260,9175,9175,5185,3888,2013,26,GD Harpur,32,Doctor of Philosophy,Male,1,730,White,C29,History,41772.71,Harpur Doctor of Philosophy,0,70101.71,28329,0,0.655492746,-0.514046445,-3.384328535,4,4,4,4,0,0,0,0,0,0,4,4,2.4,GD Harpur,White
2261,9175,9175,4320,3888,2013,26,GD Harpur,32,Doctor of Philosophy,Female,1,731,Asian,C45,Behavioral Neuroscience,68276.42,Harpur Doctor of Philosophy,0,99817.42,31541,0,-0.439560793,0.356115145,0.648756648,3.2,3.18,2.82,3.93,0,0,0,0,0,0.18,4,3.28,3,GD Harpur,White
2262,0,0,0,0,2013,22,GD Harpur,28,Doctor of Philosophy,Female,0,732,White,C01,Anthropology,25941.03,Harpur Doctor of Philosophy,0,25941.03,0,0,-0.813433298,-0.437743953,0.030841209,3.23,3.43,3.1,3.17,0,0,0,0,0,-0.05,4,3.23,4,GD Harpur,White
2263,0,0,3888,0,2013,25,GD Harpur,31,Doctor of Philosophy,Male,1,733,White,C01,Anthropology,36506,Harpur Doctor of Philosophy,0,44471,7965,0,0.686336264,-1.428685231,0.109924442,3.57,3.67,3.83,3.44,3.66,0,0,0,0,0,5,3.63,2,GD Harpur,White
2264,5185,5185,0,0,2013,20,GD Harpur,26,Doctor of Philosophy,Female,1,734,White,C43,Political Science,1754,Harpur Doctor of Philosophy,0,12124,10370,0,0.263850271,-0.412239202,-2.158606836,3.57,3.57,3.57,3.77,0,0,0,0,0,0.06,4,3.62,1.4,GD Harpur,White
2265,4935,4935,0,0,2013,24,GD Harpur,30,Doctor of Philosophy,Male,1,735,White,C12,Biological Sciences EEB,1724,Harpur Doctor of Philosophy,0,11594,9870,0,0.360514565,-0.857034355,0.187918558,3,2.85,0,0,0,0,0,0,0,-0.15,2,2.92,0.4,GD Harpur,White
2266,9250,8325,925,0,2013,25,GD Harpur,31,Doctor of Philosophy,Male,1,736,Other International Students,C29,History,4137.75,Harpur Doctor of Philosophy,0,22637.75,18500,0,-1.263774207,-0.44395679,1.072874428,3.9,3.9,4,3.9,4,3.7,0,0,0,-0.02,6,3.9,3,GD Harpur,White
2267,11105,11105,4077,4077,2015,27,GD Harpur,31,Doctor of Philosophy,Male,1,737,Asian,C45,Behavioral Neuroscience,52823.43,Harpur Doctor of Philosophy,0,84093.43,31270,0,0.471776608,-1.038126908,-0.248106683,4,3.22,3.3,4,0,0,0,0,0,0.01,4,3.63,2.4,GD Harpur,White
2268,4935,0,5185,5185,2013,24,GD Harpur,30,Doctor of Philosophy,Female,1,738,White,C34,Mathematics,5741.78,Harpur Doctor of Philosophy,0,21046.78,15305,0,-0.74354463,-0.629635335,-0.387371323,3,3,3.35,2.85,0,0,0,0,0,-0.01,4,3.05,1.4,GD Harpur,White
2269,7572,6885,3888,3888,2013,28,GD Harpur,34,Doctor of Philosophy,Female,1,739,Black or African American,C23,English,101662.7,Harpur Doctor of Philosophy,0,123895.7,22233,0,0.78245526,-2.560420636,1.447425878,4,4,4,4,0,0,0,0,0,0,4,4,4.4,GD Harpur,White
2270,9175,9175,0,0,2013,23,GD Harpur,29,Doctor of Philosophy,Female,1,740,Black or African American,C43,Political Science,54959.4,Harpur Doctor of Philosophy,0,73309.4,18350,0,-1.361602086,-0.092599197,1.216610505,3,2.23,3.43,0,0,0,0,0,0,0.22,3,2.89,2.8,GD Harpur,White
2271,6885,6885,7569,7569,2013,33,GD Harpur,39,Doctor of Philosophy,Male,1,741,Asia,C37,Philosophy SPEL,8645.69,Harpur Doctor of Philosophy,0,39403.69,30758,0,-0.812804996,-0.201029503,1.174303068,4,4,3.87,4,0,0,0,0,0,-0.01,4,3.97,2.4,GD Harpur,Asia
2272,9175,9175,3888,3888,2013,23,GD Harpur,29,Doctor of Philosophy,Female,1,742,White,C34,Mathematics,3506.71,Harpur Doctor of Philosophy,0,29632.71,26126,0,0.637741435,0.294614889,-0.40855071,3.43,3.33,3.66,3.85,0,0,0,0,0,0.16,4,3.57,1.4,GD Harpur,White
2273,0,0,0,0,2013,32,GD Harpur,38,Doctor of Philosophy,Male,0,743,Asia,C09,Art History,16919,Harpur Doctor of Philosophy,0,16919,0,0,-1.479026952,-0.353925702,2.134034917,3.15,1.2,0,0,0,0,0,0,0,-1.95,2,2.17,0.4,GD Harpur,Asia
2274,11100,11105,11105,0,2017,22.3,GD Management,25,Doctor of Philosophy,Male,1,744,Asia,B99,Management PHD,5933.8,Management PhD,0,39243.8,33310,0,0.087804202,-0.215862879,1.606027022,2.85,2,0,0,0,0,0,0,0,-0.85,2,2.42,1,GD Non-Harpur,Asia
2275,9175,9175,10095,9251,2013,29,GD Management,35,Doctor of Philosophy,Male,1,745,China,B99,Management PHD,9392.91,Management PhD,0,48938.91,39546,0,-0.674780373,1.227601616,-0.436603054,3.9,4,4,3.89,4,0,0,0,0,0.01,5,3.96,2.4,GD Non-Harpur,China
2276,5185,4320,3171,3171,2013,33,GD Nursing,39,Doctor of Philosophy,Female,1,746,White,D99,Nursing,3993.51,Nursing PhD,0,19840.51,15847,0,-0.216684728,0.282422107,0.749478726,3.85,4,4,3.88,4,4,0,0,0,0.02,6,3.96,2.4,GD Non-Harpur,White
2277,0,0,0,0,2013,22,GD Harpur,28,Doctor of Philosophy,Male,0,747,China,C34,Mathematics,100,Harpur Doctor of Philosophy,0,100,0,0,-0.737717547,0.378006738,1.640451833,0,0,0,0,0,0,0,0,0,0,0,0,0,GD Harpur,China
2278,4077,4077,0,0,2013,23,GD Watson,29,Doctor of Philosophy,Female,1,748,Asian,R93,Systems Science,12294,Systems Science PhD,0,20448,8154,0,-1.758296562,3.55462487,0.015753712,4,3.77,4,3.88,0,0,0,0,1,-0.01,4,3.91,2.4,GD Non-Harpur,White
2279,6885,6885,0,0,2013,29,GD Watson,35,Doctor of Philosophy,Male,1,749,China,R92,Computer Science,3233,Computer Science PhD,0,17003,13770,0,-0.372977562,-0.105855769,0.379959807,4,4,0,0,0,0,0,0,0,0,2,4,0.4,GD Non-Harpur,China
2280,6885,6885,0,0,2013,26,GD Watson,32,Doctor of Philosophy,Female,1,750,Asia,R87,Industrial and Systems Enginee,3233,Industrial and Systems Eng PhD,0,17003,13770,0,-0.538258789,0.793263566,-0.398662682,3.67,3.47,0,0,0,0,0,0,0,-0.2,2,3.57,0.4,GD Non-Harpur,Asia
2281,8325,8325,925,925,2013,30,GD Harpur,36,Doctor of Philosophy,Female,1,751,Europe,C33,Comparative Literature,5194.75,Harpur Doctor of Philosophy,0,23694.75,18500,0,3.79E-16,-5.79E-16,-1.21E-15,3.7,3.57,3.87,3.5,3.65,4,0,0,0,0.04,6,3.71,3.4,GD Harpur,White
2282,10095,10095,11105,11105,2014,28,GD Management,33,Doctor of Philosophy,Male,1,752,India,B99,Management PHD,6948.5,Management PhD,0,49348.5,42400,0,-0.710414845,-0.342951007,0.821238259,3.38,2.87,3.67,3.65,0,0,0,0,0,0.16,4,3.39,1.4,GD Non-Harpur,White
2283,5435,5545,4158,0,2018,21.3,GD Watson,23,Doctor of Philosophy,Female,1,753,Black or African American,R91,Biomedical Engineering,5204.84,Bioengineering PhD,0,20342.84,15138,0,0.002930633,-0.003819723,-0.010136604,3.83,3.37,4,0,0,0,0,0,0,0.08,3,3.73,1.3,GD Non-Harpur,White
2284,0,0,0,0,2013,52,GD CCPA,58,Doctor of Philosophy,Female,0,754,White,F44,Community and Public Affairs,16123.9,Community & Public Affairs PHD,0,16123.9,0,0,-0.244720731,0.318963617,0.846450895,4,4,4,4,3,4,0,0,0,-0.09,6,3.83,3.4,GD Non-Harpur,White
2285,10095,10095,4530,4983,2014,26,GD Harpur,31,Doctor of Philosophy,Female,1,755,White,C47,Clinical Psychology,17929.71,Harpur Doctor of Philosophy,0,47632.71,29703,0,0.858300549,0.021335974,-1.812695828,3.51,3.57,4,4,0,0,0,0,0,0.19,4,3.77,1.4,GD Harpur,White
2286,10095,0,0,0,2014,26,GD Harpur,31,Doctor of Philosophy,Male,1,756,White,C29,History,937,Harpur Doctor of Philosophy,0,11032,10095,0,-0.245469446,-0.058997884,-0.988471306,2.33,0,0,0,0,0,0,0,0,0,1,2.33,0,GD Harpur,White
2287,10095,10095,5435,4530,2014,24,GD Harpur,29,Doctor of Philosophy,Male,1,757,White,C29,History,5430.51,Harpur Doctor of Philosophy,0,41021.51,35591,0,1.206386548,-0.074100732,-2.976001718,3.9,4,4,3.72,4,0,0,0,0,-0.01,5,3.92,3.4,GD Harpur,White
2288,5185,5185,4530,4530,2014,22,GD Harpur,27,Doctor of Philosophy,Female,1,758,White,C29,History,3849.01,Harpur Doctor of Philosophy,0,23279.01,19430,0,0.728548235,-0.399607458,-3.190385923,3.53,3.47,3.48,3.85,0,0,0,0,0,0.1,4,3.58,1.4,GD Harpur,White
2289,10095,10095,0,0,2014,22,GD Harpur,27,Doctor of Philosophy,Male,1,759,White,C34,Mathematics,20523.71,Harpur Doctor of Philosophy,0,40713.71,20190,0,0.052627271,-0.165321756,-0.145488392,3.23,3.33,0,0,0,0,0,0,0,0.1,2,3.28,0.4,GD Harpur,White
2290,0,0,0,0,2015,27.3,GD Education,32,Doctor of Education,Female,0,760,White,E99,Educational Theory and Practic,3849.4,Education EDD,0,3849.4,0,0,0.45366691,-0.519654307,-3.188440415,0,0,0,0,0,0,0,0,0,0,0,0,0,GD Non-Harpur,White
2291,0,0,4077,4077,2014,23,GD Harpur,28,Doctor of Philosophy,Male,1,761,White,C01,Anthropology,44138.25,Harpur Doctor of Philosophy,0,56822.25,12684,0,0.019204861,-0.303168524,-1.727459999,3.53,3.77,3.66,3.33,3.5,0,0,0,0,-0.05,5,3.56,4.4,GD Harpur,White
2292,5185,5185,4077,4077,2014,22,GD Harpur,27,Doctor of Philosophy,Female,1,762,White,C34,Mathematics,3849.02,Harpur Doctor of Philosophy,0,22373.02,18524,0,0.272650824,-0.446371066,-1.54669431,3.47,3.77,3.65,4,0,0,0,0,0,0.15,4,3.72,1.4,GD Harpur,White
2293,10095,10095,8325,8325,2014,22,GD Harpur,27,Doctor of Philosophy,Male,1,763,China,C34,Mathematics,6918.51,Harpur Doctor of Philosophy,0,43758.51,36840,0,-0.80093846,0.303619754,2.202997428,4,4,3.7,4,0,0,0,0,0,-0.03,4,3.92,1.4,GD Harpur,China
2294,8325,925,925,925,2014,24,GD Watson,29,Doctor of Philosophy,Male,1,764,China,R92,Computer Science,7738.61,Computer Science PhD,0,20726.61,12988,0,-0.983609676,0.13319532,2.674333451,3.67,3.8,3.9,4,0,0,0,0,0,0.11,4,3.84,4.4,GD Non-Harpur,China
2295,10095,0,0,0,2014,23,GD Harpur,28,Doctor of Philosophy,Male,1,765,White,C29,History,2079,Harpur Doctor of Philosophy,0,12174,10095,0,0.997847877,-0.29481012,-2.562259629,3.8,0,0,0,0,0,0,0,0,0,1,3.8,0,GD Harpur,White
2296,11105,11105,5435,4530,2016,26,GD Harpur,29,Doctor of Philosophy,Female,1,766,White,C29,History,4858.62,Harpur Doctor of Philosophy,0,37033.62,32175,0,0.337279441,-0.499476733,-2.413673677,3.7,3.9,3.57,3.88,0,0,0,0,0,0.02,4,3.76,2,GD Harpur,White
2297,0,0,4077,4077,2014,23,GD Watson,28,Doctor of Philosophy,Male,1,767,White,R93,Systems Science,36377,Systems Science PhD,0,44531,8154,0,0.339529149,0.246908681,-0.23658101,3.85,3.8,4,0,0,0,0,0,0,0.07,3,3.88,1.4,GD Non-Harpur,White
2298,0,0,0,0,2014,22,GD Harpur,27,Doctor of Philosophy,Female,0,768,White,C01,Anthropology,42853,Harpur Doctor of Philosophy,0,42853,0,0,0.763193086,-0.411162786,-3.251390897,3,3.77,3.69,3.85,0,0,0,0,0,0.25,4,3.58,1.4,GD Harpur,White
2299,10095,0,0,0,2014,28,GD Harpur,33,Doctor of Philosophy,Female,1,769,Other International Students,C12,Biological Sciences EEB,1623.35,Harpur Doctor of Philosophy,0,11718.35,10095,0,-0.5922261,-0.085737652,1.212029002,3,0,0,0,0,0,0,0,0,0,1,3,0,GD Harpur,White
2300,10095,0,0,0,2014,23,GD Harpur,28,Doctor of Philosophy,Female,1,770,Hispanic or Latino,C29,History,5728,Harpur Doctor of Philosophy,0,15823,10095,0,-0.74194267,-0.505791689,-0.156520791,0,0,0,0,0,0,0,0,0,0,0,0,0,GD Harpur,White
2301,10095,10095,4077,4077,2014,23,GD Harpur,28,Doctor of Philosophy,Male,1,771,White,C12,Biological Sciences EEB,3909.02,Harpur Doctor of Philosophy,0,32253.02,28344,0,0.452045496,-0.361263766,-1.545170629,4,3.7,4,3.65,0,0,0,0,0,-0.08,4,3.84,1.4,GD Harpur,White
2302,0,0,8325,8325,2014,25,GD Watson,30,Doctor of Philosophy,Male,1,772,Asia,R96,Electrical Engineering,22992.05,Electrical Engineering PhD,0,40567.05,17575,0,0.325586469,0.055286496,-0.603398983,3.8,4,3.9,4,0,0,0,0,0,0.05,4,3.92,2,GD Non-Harpur,Asia
2303,0,0,4077,453,2014,26,GD Harpur,31,Doctor of Philosophy,Female,1,773,White,C52,Sociology,47266.6,Harpur Doctor of Philosophy,0,51796.6,4530,0,0.380358071,-0.470450104,-0.483939413,3.9,3.85,4,0,0,0,0,0,0,0.05,3,3.92,1.4,GD Harpur,White
2304,10095,10095,10271,11105,2014,22,GD Harpur,27,Doctor of Philosophy,Male,1,774,Asia,C22,Economics,6938.84,Harpur Doctor of Philosophy,0,48504.84,41566,0,0.327952539,-0.359055352,-1.411170056,3.77,4,4,3.67,0,0,0,0,0,-0.03,4,3.86,1.4,GD Harpur,Asia
2305,10095,10095,8325,925,2014,25,GD Harpur,30,Doctor of Philosophy,Male,1,775,Asia,C52,Sociology,11316.61,Harpur Doctor of Philosophy,0,42606.61,31290,0,0.625835153,-1.550874136,0.113916285,4,4,4,0,0,0,0,0,0,0,3,4,2.4,GD Harpur,Asia
2306,10095,10095,11105,11105,2014,29,GD Harpur,34,Doctor of Philosophy,Male,1,776,Europe,C29,History,6968.51,Harpur Doctor of Philosophy,0,49368.51,42400,0,-0.621660361,-0.122768412,1.134098682,3.3,3.9,3.43,3.67,0,0,0,0,0,0.06,4,3.58,1.4,GD Harpur,White
2307,11105,11105,0,0,2015,24,GD Harpur,28,Doctor of Philosophy,Male,1,777,Unknown,C22,Economics,3592.56,Harpur Doctor of Philosophy,0,25802.56,22210,0,-0.147834819,-0.304226386,0.417883354,3.18,1.47,0,0,0,0,0,0,0,-1.71,2,2.32,0.4,GD Harpur,White
2308,11325,0,0,0,2018,22,GD Harpur,23,Doctor of Philosophy,Female,1,778,Asia,C49,Physics,1989.94,Harpur Doctor of Philosophy,0,13314.94,11325,0,-0.756713544,0.111714795,1.783139004,3.53,0,0,0,0,0,0,0,0,0,1,3.53,0,GD Harpur,Asia
2309,0,0,0,4077,2014,26,GD Harpur,31,Doctor of Philosophy,Female,1,779,White,C01,Anthropology,96751.81,Harpur Doctor of Philosophy,0,101753.81,5002,0,0.092377158,-0.560541462,-2.978034431,3.43,3.9,4,3.56,4,0,0,0,0,0.08,5,3.78,4.4,GD Harpur,White
2310,5435,5435,4158,0,2016,26,GD Harpur,29,Doctor of Philosophy,Male,1,780,White,C34,Mathematics,4334.49,Harpur Doctor of Philosophy,0,23439.49,19105,0,1.430571953,0.906388806,-1.839255137,3.37,3.77,3.87,0,0,0,0,0,1,0.25,3,3.67,2,GD Harpur,White
2311,1000,1000,0,0,2014,23,GD Harpur,28,Doctor of Philosophy,Male,1,781,Hispanic or Latino,C01,Anthropology,30266.71,Harpur Doctor of Philosophy,0,32266.71,2000,0,0.361842165,0.179012333,-1.713941584,2.9,3.9,0,0,0,0,0,0,0,1,2,3.4,0.4,GD Harpur,White
2312,0,0,0,0,2014,26,GD Harpur,31,Doctor of Philosophy,Male,0,782,China,C01,Anthropology,79869.09,Harpur Doctor of Philosophy,0,79869.09,0,0,-0.73568536,0.059175547,1.650492844,3.33,3.43,2.11,3.85,3.73,4,0,0,0,0.17,6,3.41,3.8,GD Harpur,China
2313,10095,10095,0,0,2014,21,GD Harpur,26,Doctor of Philosophy,Male,1,783,White,C12,Biological Sciences EEB,1932.7,Harpur Doctor of Philosophy,0,22122.7,20190,0,0.035137228,0.042137572,0.270137525,4,2.85,0,0,0,0,0,0,0,-1.15,2,3.42,0.4,GD Harpur,White
2314,0,0,0,0,2014,22,GD Watson,27,Doctor of Philosophy,Male,0,784,China,R92,Computer Science,1938.25,Computer Science PhD,0,1938.25,0,0,-1.387925066,0.206981559,3.183884175,3.33,3.67,3.57,4,3.7,0,0,0,0,0.11,5,3.65,2.4,GD Non-Harpur,China
