,1st Term Funding,2nd Term Funding,3rd Term Funding,4th Term Funding,Start age,College,Current Age,Degree,Gender,Grad Funding Indicator,ID,Citizenship,Major ID,Major,Net Cost After Any Funding,Program,Prep Level,Total Charges,Total Funding Amount,Y,PC1,PC2,PC3,Term 1 GPA,Term 2 GPA,Term 3 GPA,Term 4 GPA,Term 5 GPA,Term 6 GPA,Term 7 GPA,Term 8 GPA,Gap,Slope,Valid term,Average,Academic Period (Years)
2142,9175,0,0,0,24,GD Harpur,30,Doctor of Philosophy,Female,1,612,China,C22,Economics,1471,Harpur Doctor of Philosophy,0,10646,9175,0,3.357521052,2.146417969,0.031850648,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,0,0,4685,4685,26,GD Harpur,34,Doctor of Philosophy,Male,1,613,Unknown,C22,Economics,40962.99,Harpur Doctor of Philosophy,0,50332.99,9370,0,-3.017149215,2.327657835,0.073367022,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2144,0,0,0,0,44,GD Nursing,52,Doctor of Nursing Practice,Female,0,614,Asian,D70,Family Nurse Practitioner,3057.4,Nursing DNP,0,3057.4,0,0,0.109181728,-0.661911314,0.26014658,0,0,0,0,0,0,0,0,0,0,0,0,0
2145,0,0,0,0,52,GD Watson,60,Doctor of Philosophy,Male,0,615,White,R96,Electrical Engineering,4790.5,Electrical Engineering PhD,0,4790.5,0,0,0.107484857,-0.713073769,0.230532382,0,0,0,0,0,0,0,0,0,0,0,0,2
2146,5435,5435,453,453,24,GD Harpur,28,Doctor of Philosophy,Female,1,616,White,C01,Anthropology,2287.81,Harpur Doctor of Philosophy,0,14063.81,11776,0,0.447400303,5.154760907,-0.130681209,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2147,5435,5435,4077,4077,22,GD Harpur,25,Doctor of Philosophy,Female,1,617,White,C12,Biological Sciences EEB,13215.62,Harpur Doctor of Philosophy,0,32239.62,19024,0,3.582106943,2.217412787,-0.052022072,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2148,5000,5000,0,0,29,GD Nursing,34,Doctor of Nursing Practice,Female,1,618,Black or African American,D70,Family Nurse Practitioner,46170,Nursing DNP,0,56170,10000,0,0.104317364,-0.808577018,0.175252546,3.57,3,3,3.3,3.84,3.9,3.51,3.5,0,0.06,8,3.45,4.4
2149,9175,9175,5185,5185,26,GD Harpur,32,Doctor of Philosophy,Male,1,619,White,C43,Political Science,12846.3,Harpur Doctor of Philosophy,0,41566.3,28720,0,0.585349685,4.780304372,-0.170263496,0,0,0,0,0,0,0,0,0,0,0,0,2
2150,5435,5435,4077,4077,21,GD Harpur,24,Doctor of Philosophy,Female,1,620,White,C15,Chemistry,4272.62,Harpur Doctor of Philosophy,0,23296.62,19024,0,3.275818015,1.9430055,-0.041096541,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2151,0,0,0,0,60,GD Nursing,67,Doctor of Nursing Practice,Female,0,621,White,D72,X Gerontological NP,19788.05,Nursing DNP,0,19788.05,0,0,0.102658201,-0.85860253,0.146296441,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2152,6255,6255,0,0,26,GD Harpur,33,Doctor of Philosophy,Male,1,622,White,C34,Mathematics,11644.29,Harpur Doctor of Philosophy,0,24154.29,12510,0,3.328995794,2.049496618,-0.009129166,0,0,0,0,0,0,0,0,0,0,0,0,0.4
2153,8325,8325,4077,925,30.3,GD Watson,38,Doctor of Philosophy,Male,1,623,Black or African American,R96,Electrical Engineering,7814.25,Electrical Engineering PhD,0,29466.25,21652,0,0.102130286,-0.874519738,0.137083135,3.15,2.6,3.57,2.35,3.47,0,0,0,1,0.04,5,3.03,5
2154,8340,8340,3699,3699,24,GD Harpur,31,Doctor of Philosophy,Female,1,624,Unknown,C01,Anthropology,8877.54,Harpur Doctor of Philosophy,0,48885.54,40008,0,-2.688125985,1.97869943,0.073285251,3.9,3.9,3.83,4,4,4,4,4,0,0.02,8,3.95,5
2155,0,0,0,0,22,GD Harpur,25,Doctor of Philosophy,Female,1,625,Hispanic or Latino,C45,Behavioral Neuroscience,70722.78,Harpur Doctor of Philosophy,0,75342.78,4620,0,3.075599578,1.853931477,0.02132829,0,0,0,0,0,0,0,0,0,0,0,0,2.4
2156,4685,4685,0,0,25,GD Harpur,32,Doctor of Philosophy,Female,1,626,White,C22,Economics,1573.99,Harpur Doctor of Philosophy,0,10943.99,9370,0,-2.992251097,2.239080517,0.039916674,0,0,0,0,0,0,0,0,0,0,0,0,0.4
2157,5435,0,0,0,22,GD Harpur,25,Doctor of Philosophy,Male,1,627,White,C22,Economics,3331,Harpur Doctor of Philosophy,0,8766,5435,0,3.458567351,2.239097483,0.030857839,0,0,0,0,0,0,0,0,0,0,0,0,0
2158,8340,8340,3699,3699,30,GD Harpur,37,Doctor of Philosophy,Male,1,628,Unknown,C01,Anthropology,3711.49,Harpur Doctor of Philosophy,0,27789.49,24078,0,-3.221003243,2.512017446,0.05580502,0,0,0,0,0,0,0,0,0,0,0,0,2
2159,5435,5435,4077,4077,22,GD Harpur,25,Doctor of Philosophy,Female,1,629,White,C34,Mathematics,4189.81,Harpur Doctor of Philosophy,0,23213.81,19024,0,3.132654303,1.930653475,0.033138057,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2160,11105,11105,5435,0,25,GD Harpur,29,Doctor of Philosophy,Male,1,630,Hispanic or Latino,C43,Political Science,10034.75,Harpur Doctor of Philosophy,0,37679.75,27645,0,3.51319766,2.233472086,-0.001239028,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2161,5435,5435,0,0,22,GD Harpur,24,Doctor of Philosophy,Male,1,631,White,C13,Biological Sciences,2201.62,Harpur Doctor of Philosophy,0,13071.62,10870,0,3.444327478,2.152102296,-0.012695781,0,0,0,0,0,0,0,0,0,0,0,0,0.4
2162,0,3888,3888,4077,23.3,GD Harpur,29,Doctor of Philosophy,Female,1,632,Hispanic or Latino,C01,Anthropology,40500.4,Harpur Doctor of Philosophy,0,54165.4,13665,0,3.417200692,2.234204284,0.052684622,3.9,4,4,4,0,0,0,0,0,0.03,4,3.98,4
2163,8712,0,0,0,46,GD Nursing,52,Doctor of Nursing Practice,Male,1,633,White,D70,Family Nurse Practitioner,3973.5,Nursing DNP,0,12685.5,8712,0,0.100621956,-0.919997476,0.110759404,0,0,0,0,0,0,0,0,0,0,0,0,2
2164,0,0,0,0,26,GD Harpur,33,Doctor of Philosophy,Male,0,634,Asia,C43,Political Science,19569.75,Harpur Doctor of Philosophy,0,19569.75,0,0,0.997092735,4.512832618,-0.119929486,0,0,0,0,0,0,0,0,0,0,0,0,0.4
2165,8340,8340,3702,0,22,GD Harpur,29,Doctor of Philosophy,Female,1,635,White,C34,Mathematics,5629.48,Harpur Doctor of Philosophy,0,26011.48,20382,0,2.9943972,1.850941701,0.0641285,0,0,0,0,0,0,0,0,0,0,0,0,1
2166,0,0,0,411,22,GD Harpur,29,Doctor of Philosophy,Female,1,636,White,C0R,Art History Combined MA PhD,24995,Harpur Doctor of Philosophy,0,25406,411,0,3.348855122,2.100986694,0.01375631,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2167,4685,4685,3699,3699,22,GD Harpur,29,Doctor of Philosophy,Male,1,637,White,C34,Mathematics,23936.28,Harpur Doctor of Philosophy,0,40704.28,16768,0,3.451281547,2.175891084,-0.002611545,0,0,0,0,0,0,0,0,0,0,0,0,1.8
2168,6255,6255,6885,6885,24,GD Watson,31,Doctor of Philosophy,Male,1,638,China,R92,Computer Science,6526.34,Computer Science PhD,0,32806.34,26280,0,3.151292196,1.807901609,-0.051517053,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2169,8340,8340,3699,3699,24,GD Harpur,31,Doctor of Philosophy,Male,1,639,American Indian or Alaskan Native,C45,Behavioral Neuroscience,41451.79,Harpur Doctor of Philosophy,0,65529.79,24078,0,0.48670864,4.018323602,-0.155339296,0,0,0,0,0,0,0,0,0,0,0,0,1.8
2170,0,0,0,0,17,GD Harpur,24,Doctor of Philosophy,Male,0,640,Unknown,C43,Political Science,17948,Harpur Doctor of Philosophy,0,17948,0,0,0.105637153,-0.768783998,0.198285811,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,0,0,0,0,23,GD Harpur,30,Doctor of Philosophy,Male,0,641,China,C34,Mathematics,19539.75,Harpur Doctor of Philosophy,0,19539.75,0,0,2.662763549,1.448456727,0.013493102,0,0,0,0,0,0,0,0,0,0,0,0,0.4
2172,6950,6950,4110,2877,25,GD Harpur,32,Doctor of Philosophy,Female,1,642,Hispanic or Latino,C29,History,40150.19,Harpur Doctor of Philosophy,0,61037.19,20887,0,-2.182074589,1.48842254,0.100584616,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2173,8340,8340,0,0,24,GD Harpur,31,Doctor of Philosophy,Female,1,643,Asian,C47,Clinical Psychology,1653.99,Harpur Doctor of Philosophy,0,18333.99,16680,0,-3.321738382,2.544095521,0.01292451,0,0,0,0,0,0,0,0,0,0,0,0,0.4
2174,0,0,0,0,38,GD Harpur,45,Doctor of Philosophy,Male,0,644,White,C23,English,2288.4,Harpur Doctor of Philosophy,0,2288.4,0,0,3.415745088,2.209926605,0.039011505,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,3510,3510,3699,3699,24,GD Harpur,31,Doctor of Philosophy,Female,1,645,White,C23,English,8301.3,Harpur Doctor of Philosophy,0,23583.3,15282,0,0.709271202,5.338091,-0.136859477,3.87,3.85,4,4,0,0,0,0,0,0.05,4,3.93,3.4
2176,8340,0,0,0,26,GD Harpur,33,Doctor of Philosophy,Male,1,646,White,C34,Mathematics,9981.49,Harpur Doctor of Philosophy,0,18321.49,8340,0,3.483231251,2.229399994,0.010313543,0,0,0,0,0,0,0,0,0,0,0,0,0
2177,8340,8340,3699,0,23,GD Harpur,30,Doctor of Philosophy,Male,1,647,Hispanic or Latino,C22,Economics,10511.83,Harpur Doctor of Philosophy,0,30890.83,20379,0,3.385526632,2.091369002,-0.013922773,0,0,0,0,0,0,0,0,0,0,0,0,1
2178,4935,4935,3888,5185,33,GD Harpur,39,Doctor of Philosophy,Male,1,648,White,C22,Economics,5572.6,Harpur Doctor of Philosophy,0,29045.6,23473,0,3.650424664,2.408621633,0.021611489,3.9,3.77,3.85,3.9,4,0,0,0,0,0.03,5,3.88,3.4
2179,6950,8340,0,0,27,GD Harpur,34,Doctor of Philosophy,Male,1,649,White,C29,History,1569.99,Harpur Doctor of Philosophy,0,16859.99,15290,0,-2.343152627,1.64411826,0.091274074,0,0,0,0,0,0,0,0,0,0,0,0,0.4
2180,8340,0,0,0,22,GD Harpur,29,Doctor of Philosophy,Male,1,650,White,C34,Mathematics,9981.49,Harpur Doctor of Philosophy,0,18321.49,8340,0,-2.856666082,2.066303634,0.023759466,0,0,0,0,0,0,0,0,0,0,0,0,0
2181,8340,8340,3699,411,24,GD Harpur,31,Doctor of Philosophy,Male,1,651,White,C0R,Art History Combined MA PhD,2519.54,Harpur Doctor of Philosophy,0,23309.54,20790,0,-3.065241232,2.365412103,0.065334503,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2182,8340,8340,3699,3699,22,GD Harpur,29,Doctor of Philosophy,Female,1,652,White,C34,Mathematics,14915.99,Harpur Doctor of Philosophy,0,38993.99,24078,0,3.770391196,2.514114924,0.016979584,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2183,0,0,0,0,48,GD Harpur,55,Doctor of Philosophy,Male,0,653,Hispanic or Latino,C43,Political Science,17934,Harpur Doctor of Philosophy,0,17934,0,0,0.103714032,-0.826768114,0.164723053,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,8340,6950,7650,6885,30,GD Harpur,37,Doctor of Philosophy,Female,1,654,Asian,C29,History,10106.33,Harpur Doctor of Philosophy,0,48341.33,38235,0,3.083006618,1.764325019,-0.036770668,0,0,0,0,0,0,0,0,0,0,0,0,2.4
2185,0,0,0,0,22,GD Harpur,25,Doctor of Philosophy,Female,0,655,White,C34,Mathematics,10241,Harpur Doctor of Philosophy,0,10241,0,0,3.070961136,1.812129126,-0.000970765,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,0,3699,3699,0,22,GD Harpur,29,Doctor of Philosophy,Male,1,656,White,C0R,Art History Combined MA PhD,14602,Harpur Doctor of Philosophy,0,22000,7398,0,3.342711617,2.150663037,0.04714429,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2187,0,0,0,0,22,GD Harpur,29,Doctor of Philosophy,Male,0,657,White,C43,Political Science,18256.35,Harpur Doctor of Philosophy,0,18256.35,0,0,3.076074506,1.92708198,0.064808117,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2188,8340,8340,0,0,24,GD Harpur,31,Doctor of Philosophy,Male,1,658,Hispanic or Latino,C45,Behavioral Neuroscience,1676.48,Harpur Doctor of Philosophy,0,18988.48,17312,0,3.397707668,2.106482907,-0.012165689,0,0,0,0,0,0,0,0,0,0,0,0,0.4
2189,8340,8340,3699,3699,23,GD Harpur,30,Doctor of Philosophy,Male,1,659,White,C49,Physics,3539.39,Harpur Doctor of Philosophy,0,28481.39,24942,0,-2.933943401,2.093323746,-0.006668524,0,0,0,0,0,0,0,0,0,0,0,0,2.4
2190,0,0,0,0,21,GD Harpur,28,Doctor of Philosophy,Male,1,660,China,C01,Anthropology,41337.44,Harpur Doctor of Philosophy,0,48906.44,7569,0,-2.678941234,1.873610797,0.022367877,0,0,0,0,0,0,0,0,0,0,0,0,2.4
2191,4685,4685,3699,3699,22,GD Harpur,29,Doctor of Philosophy,Female,1,661,White,C34,Mathematics,13262.64,Harpur Doctor of Philosophy,0,30030.64,16768,0,3.534331302,2.332632782,0.045481237,0,0,0,0,0,0,0,0,0,0,0,0,2
2192,0,0,0,0,30,GD Harpur,37,Doctor of Philosophy,Male,0,662,Asia,C43,Political Science,30122.75,Harpur Doctor of Philosophy,0,30122.75,0,0,-2.840745198,2.055916156,0.026420361,0,0,0,0,0,0,0,0,0,0,0,0,1
2193,6255,6255,0,0,32,GD Harpur,39,Doctor of Philosophy,Male,1,663,Black or African American,C37,Philosophy SPEL,1547.8,Harpur Doctor of Philosophy,0,14057.8,12510,0,-2.766270593,1.979569843,0.027721115,0,0,0,0,0,0,0,0,0,0,0,0,0.4
2194,3900,4685,4935,2055,26,GD Harpur,33,Doctor of Philosophy,Male,1,664,White,C29,History,4547.05,Harpur Doctor of Philosophy,0,22798.05,18251,0,-3.081774918,2.405820049,0.078010914,4,4,3.8,3.7,0,0,0,0,0,-0.11,4,3.88,5
2195,6885,6885,0,0,28,GD Watson,35,Doctor of Philosophy,Male,1,665,Asia,R96,Electrical Engineering,3283,Electrical Engineering PhD,0,17053,13770,0,1.176520995,3.413583857,-0.13677415,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2196,8340,8340,0,0,23,GD Watson,30,Doctor of Philosophy,Male,1,666,Asia,R98,Mechanical Engineering,3927.23,Mechanical Engineering PhD,0,20607.23,16680,0,3.020547273,1.818388471,0.032894025,0,0,0,0,0,0,0,0,0,0,0,0,0.4
2197,8340,8340,4935,0,31,GD Harpur,38,Doctor of Philosophy,Male,1,667,White,C52,Sociology,13654.68,Harpur Doctor of Philosophy,0,35269.68,21615,0,-2.880417143,1.974798664,-0.042346406,0,0,0,0,0,0,0,0,0,0,0,0,2.4
2198,8340,0,0,0,27,GD Harpur,34,Doctor of Philosophy,Female,1,668,White,C45,Behavioral Neuroscience,816.99,Harpur Doctor of Philosophy,0,9156.99,8340,0,-2.392352298,1.608070094,0.043312874,0,0,0,0,0,0,0,0,0,0,0,0,0
2199,4685,3510,3699,3699,25,GD Harpur,32,Doctor of Philosophy,Male,1,669,Unknown,C37,Philosophy SPEL,4072.3,Harpur Doctor of Philosophy,0,19665.3,15593,0,0.108088189,-0.694882674,0.241061875,0,0,0,0,0,0,0,0,0,0,0,0,2
2200,0,0,0,3699,24,GD Harpur,31,Doctor of Philosophy,Female,1,670,White,C01,Anthropology,83321,Harpur Doctor of Philosophy,0,90908,7587,0,-2.282017855,1.544376427,0.071524065,0,0,0,0,0,0,0,0,0,0,0,0,2.4
2201,8340,8340,0,0,26,GD Harpur,33,Doctor of Philosophy,Male,1,671,China,C43,Political Science,2988.73,Harpur Doctor of Philosophy,0,19668.73,16680,0,-2.837298648,2.074134728,0.039393315,0,0,0,0,0,0,0,0,0,0,0,0,0.4
2202,8340,8340,6885,6885,24,GD Watson,31,Doctor of Philosophy,Male,1,672,China,R96,Electrical Engineering,48877.91,Electrical Engineering PhD,0,79327.91,30450,0,-2.966590352,2.1496143,0.004876586,3.1,3.93,3.77,3.65,4,4,4,0,0,0.11,7,3.78,6.4
2203,7569,0,0,0,25,GD Watson,30,Doctor of Philosophy,Male,1,673,China,R92,Computer Science,10950.24,Computer Science PhD,0,18519.24,7569,0,2.84422723,1.646953922,0.027818649,0,0,0,0,0,0,0,0,0,0,0,0,0.4
2204,0,0,0,0,32,GD Harpur,39,Doctor of Philosophy,Male,0,674,Asian,C52,Sociology,26434.2,Harpur Doctor of Philosophy,0,26434.2,0,0,0.665758058,3.914597471,-0.105245362,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2205,0,0,0,0,22,GD Harpur,29,Doctor of Philosophy,Male,0,675,China,C34,Mathematics,44471.69,Harpur Doctor of Philosophy,0,44471.69,0,0,0.443146792,3.149552131,-0.229291319,0,0,0,0,0,0,0,0,0,0,0,0,2.4
2206,5185,3888,4077,4077,33,GD Harpur,39,Doctor of Philosophy,Female,1,676,White,C46,Cognitive Psychology,3879.02,Harpur Doctor of Philosophy,0,21106.02,17227,0,3.434427956,2.156752623,-0.003961431,0,0,0,0,0,0,0,0,0,0,0,0,2.4
2207,8340,8340,3699,3699,22,GD Harpur,29,Doctor of Philosophy,Male,1,677,White,C45,Behavioral Neuroscience,12549,Harpur Doctor of Philosophy,0,40947,28398,0,3.547523311,2.26056674,-0.005500483,0,0,0,0,0,0,0,0,0,0,0,0,2.4
2208,8340,0,0,0,29,GD Harpur,36,Doctor of Philosophy,Male,1,678,White,C37,Philosophy SPEL,9981.49,Harpur Doctor of Philosophy,0,18321.49,8340,0,-3.021158592,2.241949444,0.023180801,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,5435,0,0,0,21,GD Harpur,25,Doctor of Philosophy,Female,1,679,White,C46,Cognitive Psychology,925.5,Harpur Doctor of Philosophy,0,6360.5,5435,0,3.189369981,1.899101289,-0.019621436,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,8340,8340,0,0,22,GD Watson,29,Doctor of Philosophy,Female,1,680,Asia,R92,Computer Science,13174.85,Computer Science PhD,0,29854.85,16680,0,3.053866487,1.717500675,-0.04742491,0,0,0,0,0,0,0,0,0,0,0,0,0.8
2211,4685,3900,0,0,44,GD Education,51,Doctor of Education,Female,1,681,White,E99,Educational Theory and Practic,40811.84,Education EDD,0,49396.84,8585,0,0.108163605,-0.692608787,0.242378061,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2212,8340,8340,3699,3699,22,GD Harpur,29,Doctor of Philosophy,Female,1,682,White,C26,Geology,15948.76,Harpur Doctor of Philosophy,0,44430.76,28482,0,3.42851941,1.950158949,-0.120245136,3.47,4,3.7,0,0,0,0,0,1,0.11,3,3.72,5
2213,0,0,0,0,32,GD Harpur,39,Doctor of Philosophy,Male,0,683,Asia,C22,Economics,40156.87,Harpur Doctor of Philosophy,0,40156.87,0,0,2.519506165,1.326394353,0.026004844,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2214,0,0,0,0,40,GD Harpur,46,Doctor of Philosophy,Female,0,684,Asia,C22,Economics,21736,Harpur Doctor of Philosophy,0,21736,0,0,2.71148798,1.480062078,0.007200919,0,0,0,0,0,0,0,0,0,0,0,0,0.4
2215,6255,6255,0,0,29,GD Watson,36,Doctor of Philosophy,Male,1,685,Asia,R87,Industrial and Systems Enginee,4609.14,Industrial and Systems Eng PhD,0,17119.14,12510,0,-1.992024988,1.171688119,0.038282115,0,0,0,0,0,0,0,0,0,0,0,0,1
2216,3888,0,0,0,45.3,GD Watson,51,Doctor of Philosophy,Male,1,686,White,R93,Systems Science,1615.35,Systems Science PhD,0,5503.35,3888,0,0.104091114,-0.815398679,0.171303986,0,0,0,0,0,0,0,0,0,0,0,0,1
2217,6255,6255,0,0,33,GD Watson,40,Doctor of Philosophy,Male,1,687,China,R92,Computer Science,4623.04,Computer Science PhD,0,17133.04,12510,0,-2.372458227,1.626552899,0.067326448,0,0,0,0,0,0,0,0,0,0,0,0,0.4
2218,0,0,0,0,24,GD Watson,31,Doctor of Philosophy,Male,0,688,China,R92,Computer Science,23852.05,Computer Science PhD,0,23852.05,0,0,2.960547276,1.67191729,-0.022856952,0,0,0,0,0,0,0,0,0,0,0,0,1
2219,5435,5435,0,0,22,GD Watson,24,Doctor of Philosophy,Male,1,689,White,R95,Electrical and Computer Engr,5909.62,Electrical Engineering PhD,0,16779.62,10870,0,3.234990794,1.90576538,-0.039022203,0,0,0,0,0,0,0,0,0,0,0,0,1
2220,3888,3888,0,0,25,GD Harpur,30,Doctor of Philosophy,Female,1,690,White,C01,Anthropology,13364.01,Harpur Doctor of Philosophy,0,21140.01,7776,0,-2.487699568,1.67969812,0.026140702,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2221,0,0,0,0,56,GD Nursing,63,Doctor of Nursing Practice,Female,0,691,White,D70,Family Nurse Practitioner,14148.5,Nursing DNP,0,14148.5,0,0,0.106617567,-0.739223468,0.215396237,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,3888,0,0,0,28,GD Education,33,Doctor of Education,Female,1,692,White,E99,Educational Theory and Practic,877,Education EDD,0,4765,3888,0,3.139898787,2.002975643,0.076021587,0,0,0,0,0,0,0,0,0,0,0,0,0
2223,7569,7569,0,0,23,GD Watson,30,Doctor of Philosophy,Male,1,693,Asia,R87,Industrial and Systems Enginee,20402.02,Industrial and Systems Eng PhD,0,35540.02,15138,0,2.868714402,1.554457317,-0.038302382,3.93,3.68,3.7,4,2.9,3.9,0,0,0,-0.06,6,3.68,6.4
2224,8340,8340,9175,6885,31,GD Harpur,38,Doctor of Philosophy,Male,1,694,Asia,C49,Physics,15269.25,Harpur Doctor of Philosophy,0,66847.25,51578,0,-3.067677878,2.335214807,0.048030387,3.9,3.35,3.7,3.5,4,4,0,0,0,0.06,6,3.74,4.8
2225,9175,9175,7569,7569,29,GD Watson,35,Doctor of Philosophy,Male,1,695,China,R96,Electrical Engineering,11813.33,Electrical Engineering PhD,0,48076.33,36263,0,2.969239663,1.757923341,0.023430027,0,0,0,0,0,0,0,0,0,0,0,0,3
2226,0,0,0,0,58,GD Watson,65,Doctor of Philosophy,Male,0,696,Black or African American,R96,Electrical Engineering,7809.15,Electrical Engineering PhD,0,7809.15,0,0,0.104241947,-0.810850905,0.173936359,0,0,0,0,0,0,0,0,0,0,0,0,3.4
2227,8340,9175,6885,7569,23.3,GD Harpur,30,Doctor of Philosophy,Male,1,697,China,C15,Chemistry,14679.69,Harpur Doctor of Philosophy,0,47489.69,32810,0,-2.202219298,1.37027608,0.026114468,0,0,0,0,0,0,0,0,0,0,0,0,2
2228,6885,0,0,0,28,GD Watson,34,Doctor of Philosophy,Female,1,698,China,R92,Computer Science,12463,Computer Science PhD,0,19348,6885,0,3.021418338,1.785264611,0.00863472,0,0,0,0,0,0,0,0,0,0,0,0,0.4
2229,0,7569,8325,8325,32,GD Watson,38,Doctor of Philosophy,Male,1,699,Asia,R96,Electrical Engineering,14656.8,Electrical Engineering PhD,0,38875.8,24219,0,2.636718363,0.692582399,-0.423458007,0,0,0,0,0,0,0,0,0,0,0,0,2.4
2230,6885,0,0,0,25.3,GD Watson,32,Doctor of Philosophy,Female,1,700,China,R96,Electrical Engineering,23498.15,Electrical Engineering PhD,0,30383.15,6885,0,2.870034191,1.594250338,-0.015269117,0,0,0,0,0,0,0,0,0,0,0,0,1.6
2231,0,0,0,0,40,GD Nursing,44,Doctor of Nursing Practice,Male,0,701,White,D70,Family Nurse Practitioner,7177,Nursing DNP,0,7177,0,0,0.10256393,-0.861444889,0.144651208,0,0,0,0,0,0,0,0,0,0,0,0,2
2232,5435,5435,4620,4158,21,GD Harpur,23,Doctor of Philosophy,Male,1,702,Asian,C46,Cognitive Psychology,5507.4,Harpur Doctor of Philosophy,0,25155.4,19648,0,3.591133938,2.235066381,-0.046817135,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2233,5545,5545,0,0,22,GD Harpur,24,Doctor of Philosophy,Male,1,703,Hispanic or Latino,C22,Economics,2290.78,Harpur Doctor of Philosophy,0,13380.78,11090,0,3.581045547,2.332073683,0.017273168,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2234,6000,6000,0,0,24,GD Harpur,30,Doctor of Philosophy,Male,1,704,Europe,C34,Mathematics,9439,Harpur Doctor of Philosophy,0,21439,12000,0,3.131126086,1.121430902,-0.45038248,0,0,0,0,0,0,0,0,0,0,0,0,0.4
2235,0,9175,3888,0,25,GD Harpur,31,Doctor of Philosophy,Female,1,705,White,C33,Comparative Literature,45441.5,Harpur Doctor of Philosophy,0,67564.5,22123,0,3.163032564,1.712233821,-0.111832673,3.8,3.77,3.87,3.73,3.38,4,0,0,0,-0.01,6,3.76,3.4
2236,9175,9175,3888,3888,25,GD Harpur,31,Doctor of Philosophy,Female,1,706,White,C37,Philosophy SPEL,3516.7,Harpur Doctor of Philosophy,0,29642.7,26126,0,3.384994507,2.192572497,0.047013784,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2237,11105,11105,0,0,22,GD Harpur,24,Doctor of Philosophy,Male,1,707,Hispanic or Latino,C46,Cognitive Psychology,2138.81,Harpur Doctor of Philosophy,0,24348.81,22210,0,3.565184056,2.245210775,-0.025255253,0,0,0,0,0,0,0,0,0,0,0,0,0.4
2238,0,9175,5185,432,26,GD Harpur,32,Doctor of Philosophy,Male,1,708,White,C29,History,54830.21,Harpur Doctor of Philosophy,0,70075.21,15245,0,-2.472701615,1.713863331,0.053625763,0,0,0,0,0,0,0,0,0,0,0,0,2.4
2239,9175,9175,5185,4320,22,GD Harpur,28,Doctor of Philosophy,Female,1,709,White,C29,History,3479.71,Harpur Doctor of Philosophy,0,31334.71,27855,0,3.239011508,2.085410831,0.066180299,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2240,4935,4935,3888,864,26,GD Harpur,32,Doctor of Philosophy,Female,1,710,White,C01,Anthropology,42326.42,Harpur Doctor of Philosophy,0,59666.42,17340,0,3.383504868,2.196684077,0.050342309,4,4,4,4,4,0,0,0,1,0,5,4,3.4
2241,9175,9175,3888,4320,22,GD Harpur,28,Doctor of Philosophy,Male,1,711,Hispanic or Latino,C47,Clinical Psychology,89172.12,Harpur Doctor of Philosophy,0,125696.12,36524,0,3.238063708,2.076443991,0.061369505,3.83,3.65,3.88,4,3.39,3.61,0,0,0,-0.05,6,3.73,5.4
2242,9175,9175,3888,432,24,GD Harpur,30,Doctor of Philosophy,Female,1,712,White,C0R,Art History Combined MA PhD,2633.15,Harpur Doctor of Philosophy,0,25303.15,22670,0,3.235397637,2.025474597,0.032436235,0,0,0,0,0,0,0,0,0,0,0,0,1.4
2243,4935,4935,3888,3888,21,GD Harpur,27,Doctor of Philosophy,Female,1,713,White,C34,Mathematics,3948.51,Harpur Doctor of Philosophy,0,21594.51,17646,0,3.40116935,2.191245976,0.036517991,0,0,0,0,0,0,0,0,0,0,0,0,1.8
2244,9175,9175,7569,7569,23,GD Harpur,29,Doctor of Philosophy,Male,1,714,China,C15,Chemistry,10018.2,Harpur Doctor of Philosophy,0,47206.2,37188,0,2.988646529,1.726578672,-0.006907517,3.3,3.45,3.7,4,0,0,0,0,0,0.24,4,3.61,3.4
